actor_id,film_id
17,201
26,201
35,201
5,202
69,202
70,202
127,202
129,202
5,203
13,203
39,203
41,203
52,203
74,203
153,203
9,204
25,204
37,204
106,204
125,204
165,204
8,205
11,205
68,205
79,205
102,205
94,206
103,206
131,206
150,206
159,206
188,206
49,207
66,207
80,207
87,207
92,207
95,207
141,207
146,207
12,208
19,208
63,208
108,208
120,208
130,208
154,208
159,208
168,208
186,208
96,209
107,209
59,210
114,210
133,210
157,210
48,211
62,211
19,212
23,212
41,212
80,212
89,212
90,212
98,212
128,212
170,212
12,213
25,213
57,213
68,213
33,214
136,214
138,214
192,214
68,215
81,215
103,215
158,215
172,215
194,215
12,216
85,216
86,216
144,216
199,216
7,217
19,217
83,217
151,217
152,217
157,217
7,218
16,218
113,218
146,218
32,219
45,219
81,219
108,219
134,219
171,219
191,219
107,220
121,220
155,220
16,221
103,221
184,221
39,222
60,222
75,222
121,222
187,222
38,223
40,223
76,223
123,223
141,223
159,223
188,223
77,224
117,224
137,224
187,224
7,225
26,225
63,225
2,226
23,226
25,226
29,226
56,226
66,226
148,226
70,227
122,227
94,228
144,228
186,228
66,229
92,229
106,229
136,229
139,229
41,230
66,230
79,230
129,230
20,231
36,231
62,231
112,231
120,231
153,231
14,232
81,232
143,232
151,232
194,232
40,233
47,233
71,233
104,233
139,233
150,233
181,233
76,234
88,234
123,234
190,234
23,235
58,235
60,235
61,235
173,235
177,235
10,236
15,236
17,236
56,236
69,236
61,237
72,237
114,237
168,237
177,237
186,237
84,238
120,238
122,238
125,238
128,238
176,238
43,239
60,239
78,239
105,239
107,239
143,239
163,239
77,240
14,241
26,241
38,241
59,241
106,241
158,241
168,241
24,242
44,242
58,242
67,242
79,242
82,242
108,242
160,242
12,243
20,243
50,243
58,243
109,243
134,243
136,243
145,243
197,243
34,244
67,244
96,244
156,244
25,245
36,245
48,245
73,245
77,245
95,245
115,245
123,245
115,246
117,246
123,246
124,246
169,246
82,247
83,247
129,247
161,247
50,248
63,248
142,248
152,248
159,248
169,248
2,249
41,249
52,249
63,249
70,249
72,249
83,249
86,249
113,249
129,249
137,249
155,249
197,249
49,250
87,250
99,250
100,250
101,250
125,250
134,250
179,250
10,251
76,251
147,251
33,252
41,252
164,252
176,252
14,253
21,253
37,253
60,253
87,253
165,253
190,253
13,254
23,254
46,254
58,254
89,254
114,254
137,254
147,254
8,255
14,255
68,255
101,255
120,255
166,255
168,255
6,256
24,256
35,256
53,256
67,256
97,256
126,256
136,256
14,258
57,258
113,258
138,258
140,258
180,258
197,258
28,259
104,259
30,260
37,260
78,260
80,260
81,260
124,260
144,260
77,261
78,261
139,261
30,262
60,262
79,262
80,262
90,262
136,262
139,262
156,262
198,262
8,263
28,263
74,263
83,263
101,263
124,263
126,263
137,263
156,263
198,264
78,265
185,265
19,266
89,266
123,266
139,266
189,266
16,267
48,267
57,267
79,267
81,267
160,267
18,268
53,268
81,268
83,268
102,268
137,268
16,269
20,269
79,269
135,269
161,269
94,270
133,270
150,270
16,271
103,271
136,271
62,272
144,272
189,272
27,273
29,273
44,273
47,273
117,273
171,273
178,273
20,274
38,274
50,274
154,274
162,274
15,275
73,275
94,275
101,275
160,275
43,276
65,276
154,276
196,276
1,277
24,277
37,277
107,277
115,277
63,278
108,278
134,278
146,278
190,278
18,279
83,279
162,279
15,280
16,280
17,280
18,280
64,280
80,280
93,280
105,280
133,280
11,281
21,281
83,281
84,281
109,281
161,281
29,282
49,282
139,282
154,282
11,283
36,283
66,283
105,283
163,283
14,284
121,284
139,284
196,284
53,285
54,285
103,285
150,285
156,285
5,286
30,286
72,286
123,286
127,286
133,286
165,286
181,286
185,286
16,287
28,287
48,287
104,287
5,288
50,288
126,288
136,288
3,289
101,289
124,289
169,289
177,289
188,289
39,290
70,290
82,290
84,290
85,290
22,291
64,291
144,291
157,291
179,291
193,291
7,292
14,292
30,292
54,292
69,292
107,292
110,292
113,292
39,293
144,293
145,293
158,293
191,293
22,294
95,294
167,294
48,295
59,295
62,295
147,295
29,296
46,296
68,296
72,296
85,296
146,296
171,296
191,296
60,297
85,297
98,297
121,297
156,297
166,297
187,297
56,298
117,298
147,298
174,298
195,298
31,299
60,299
79,299
128,299
154,299
170,299
66,300
69,300
122,300
136,300
